ep_RA.Q21A,ep_RA.Y20I,ep_RA.Q21M,sigma.1,sigma.2,sigma.3,logp
-12.229658178905977,-11.82612892517794,-11.719382004859154,2.0632106340408622,2.0548469075241615,2.077961944910992,-7290.413665868666
-12.178443104093029,-11.825871866947846,-11.758014778655543,2.0026442037468533,2.1050041964408734,2.045833033586782,-7290.426401389002
-12.22994300607115,-11.917910206104292,-11.674727487162802,2.0826930536163766,2.098159665623516,2.053394035356854,-7291.434946961132
-12.143661311284625,-11.795755268604,-11.81046021100542,2.0672888087720165,2.0864158718851558,2.1005560182084135,-7290.333765531049
-12.186233868358586,-11.842857129133197,-11.699717453321574,2.072572404691669,2.099346539771902,2.032366747456767,-7290.677619356643
-12.297433843425816,-11.999240526354631,-11.797854914305992,2.02899794224267,2.0363816633186764,2.060279423843327,-7295.182902034352
-12.0948598434925,-11.84542461517874,-11.703239927864422,2.0918406632637585,2.0708987069694182,2.06004026313632,-7291.90504275902
-12.110454857442237,-11.805339734542573,-11.766705835168334,2.042115535690897,2.0912273248651627,2.07878317744547,-7290.067133150268
-12.23642512965446,-11.928444416304076,-11.724952913359774,2.005342036464455,2.029665560276909,2.026695250211198,-7293.6111051030575
-12.17549603793369,-11.78738813081198,-11.82357280750427,2.09727378000495,2.1468208518810545,2.112637563652393,-7293.132050053857
-12.129160363406765,-11.880465899110972,-11.84607855442622,2.1141356245838288,2.0954960966920337,2.073482371541709,-7292.259383834778
-12.252828547039904,-11.770853187560455,-11.745288391565634,2.042072804616793,2.126596391828631,2.034980234688533,-7292.3417485391055
-12.198279025439966,-11.858049643172173,-11.749704048860714,2.0557459756698355,2.06259208414527,2.0979542720799973,-7289.304385874484
-12.183376399330646,-11.764081461864222,-11.75145314303157,2.07912199976706,2.049903295866732,2.0622667286127045,-7291.7842782661455
-12.228660814034834,-11.932680802405812,-11.830948125385365,2.0167240369525863,2.0963337855263977,2.090840384800337,-7290.509713451595
-12.11096237757844,-11.924548271132572,-11.709588886080857,2.0160221717363207,2.1314918447952915,2.0584613679557293,-7291.543793932203
-12.192489768011919,-11.852728487112573,-11.877852450486404,2.0241505449862474,2.066109000880763,2.075000111016494,-7290.767173558344
-12.284035152046622,-11.79046545373878,-11.762881143730137,2.070429356034226,2.057083146590892,2.078390438714683,-7292.334968887464
-12.168552788905528,-11.90417162442676,-11.601392857260574,2.0817613392475325,2.1078993092979488,2.074095040615963,-7293.035063298488
-12.087317502377086,-11.839291446622825,-11.808654991431109,2.030303770622548,2.1258842450585043,2.107669378205748,-7291.453631034174
-12.186265502208533,-11.931370179273943,-11.679069848488707,2.051224634039173,2.043410029145224,2.102702646789051,-7291.333572670534
-12.210085438599899,-11.925070573576082,-11.831531585226,2.057123577427066,2.0759529432464188,2.0649490386509846,-7289.891598646886
-12.21539931244275,-11.746712663706488,-11.838469594383461,2.06186862369516,2.0828086683661646,2.0921174803070604,-7291.868205899676
-12.218019111848053,-11.82142783418987,-11.835408157359192,2.0162044020188015,2.066404143852751,2.1179781670179043,-7291.147270233867
-12.174414649276013,-11.886727398795106,-11.794201315748275,2.044612947921934,2.1323879923367666,2.1349187835899133,-7290.691579033263
-12.175833536836661,-11.896697214651669,-11.74778812182551,2.003731477524713,2.091943236968251,2.1223875996074013,-7290.414732209416
-12.189493742951132,-11.858763993100055,-11.876987809763701,2.090069409543017,2.067021337196598,2.0751970370101036,-7291.502477830725
-12.055395551381327,-11.893566934146962,-11.797558949012823,2.101877702665834,2.15433530434742,2.113962445432091,-7295.159507078017
-12.223061057654915,-11.907970961437128,-11.746094191210458,2.026645891882122,2.0865377605204647,2.141906662538314,-7290.91272205304
-12.205097827854601,-11.819269333847483,-11.856084527036597,2.1067896169472276,2.0460464454082943,2.0853278444657004,-7293.013254068231
-12.151488706897979,-11.904901860351792,-11.775433940814132,2.015829515685106,2.137458268171031,2.0960744719332536,-7290.374324156018
-12.236065629015082,-11.852899333162545,-11.76136795280832,2.060498095227474,2.1321695437843102,2.0798606830065256,-7290.069837828012
-12.171362706661542,-11.826183197548378,-11.763140842552488,2.018863634330106,2.069640830813722,2.106236521037956,-7289.799694614635
-12.204775455179751,-11.721319622498907,-11.720192394854127,2.0201769148746176,2.1561231506721628,2.0851372446154093,-7294.019299577609
-12.225969836708446,-11.917128907406235,-11.729949507438297,2.0386937264996994,2.0989728131714065,2.0893821047924552,-7289.502918076897
-12.27084085064255,-11.929694130471713,-11.79964828898485,2.003102070118896,2.1116071885703414,2.003770676973814,-7294.284568662236
-12.219221647700042,-11.879172481887615,-11.679519558227055,2.0635344969158336,2.102692424750886,2.112916523701836,-7290.54167289801
-12.130490574044197,-12.010417108499636,-11.83858220056074,2.042045911338226,2.1461921344639547,2.044248588671149,-7293.920189458586
-12.210858263582663,-11.912953287178848,-11.850903279226642,2.0181696856886306,2.0347212328990993,2.098573966464611,-7291.868292582011
-12.192017308342844,-11.887816911378367,-11.884237453422921,2.110826900648491,2.1133525569717007,2.0890697281190436,-7292.858457047315
-12.165011853682234,-11.9796838774306,-11.757366518464792,2.0602693456269408,2.099628252259079,2.1448371071653605,-7292.051598623983
-12.13045392450959,-11.871443247964628,-11.740458501144133,2.0532343501249217,2.084182145374405,2.0589006033997124,-7289.324769253751
-12.195677311082564,-11.862870559636162,-11.831228711641499,2.0360756939125775,2.088367163499055,2.0667021239763597,-7289.269717764565
-12.167113002236158,-11.926238641500802,-11.737381002684275,2.021070348224152,2.0700804229910426,2.066057397228437,-7289.680253002566
-12.136731160390767,-11.895204710092612,-11.764719957304312,1.9795172663348404,2.1116392343781607,2.0823855081226808,-7291.600254167628
-12.142594034535163,-11.857116302215063,-11.801385692904265,1.9746275036292749,2.0555340773968385,2.131948941011046,-7293.523128206811
-12.186309460713312,-11.796096752422502,-11.699477901506825,2.013369945376672,2.1224367824294865,2.043575655029737,-7291.480258128587
-12.273283303363904,-11.80008394430336,-11.717472754149505,2.0016070897687075,2.1153560368753443,2.0583471024388107,-7292.74223377441
-12.285043803282575,-11.993587778504034,-11.73443566870134,2.0696930151247748,2.084109703860268,2.1016631322990573,-7293.23865022372
-12.13776911416075,-11.84457131949355,-11.811745495314645,2.057141982924955,2.0914915962213727,2.038272844311054,-7290.0282608120815
-12.18357941189245,-11.955632879548165,-11.706620498064064,2.0763562758551064,2.115082614118366,2.107454191126448,-7291.060330743225
-12.161884621834412,-11.871785176624583,-11.766961081419018,2.0456630729508807,2.1037455084283696,2.0782454589340027,-7288.714515282499
-12.22113318399713,-11.842922619235754,-11.887254236823734,2.05942624932569,2.056649958945484,2.0745008150347934,-7291.535111526177
-12.148537713045188,-11.928523343066711,-11.68569041819136,2.0207368582347254,2.1258063653290638,2.036236673276695,-7291.641900587504
-12.208809005267048,-11.95961071699394,-11.802618055368322,2.0545779046487196,2.03870443914559,2.1228792091376354,-7292.036059218402
-12.21471365505741,-11.830893071028239,-11.704225418468187,2.0916943082828054,2.1238215140670627,2.084886501915947,-7291.166961332532
-12.17963567252995,-11.83721550862664,-11.799038189382202,2.0259319198910055,2.0801606581075585,2.087207632236258,-7289.169319226221
-12.109319161886742,-11.891702355689283,-11.643341437840123,2.0657956765059575,2.060093874088339,2.0953653612789203,-7292.17559937753
-12.187029767170829,-11.871940394246943,-11.742014083765229,2.038525217714637,2.164509520560821,2.0578740759252,-7291.14163878533
-12.065824709075349,-11.916308751001973,-11.725539327574843,2.042567173611376,2.089716479036699,2.1263016635464504,-7292.233533914362
-12.226666010850733,-11.804526083360333,-11.734472245895493,2.0076579756094843,2.0249108580567396,2.077958193231148,-7292.620817981926
-12.193008032689608,-11.898187420118699,-11.72336052209492,1.9985970289341721,2.148786925218497,2.0592891056578875,-7291.708074905625
-12.091046125183,-11.894776825425053,-11.812135905874369,2.025548049389536,2.1410579306622486,2.098341541873945,-7291.726040481556
-12.130960897344009,-11.972579290773998,-11.794642156070529,2.0199754908472167,2.0794119336737285,2.0717447710395724,-7290.874252811294
-12.275954808897577,-11.936322815058716,-11.740971515464157,2.02798377503487,2.0495367795906074,2.0719937661477297,-7291.883649980554
-12.165834659069718,-11.825622554247376,-11.832910277910612,2.0324090616251627,2.0762802437155488,2.045824806194152,-7290.12612014376
-12.177586292873299,-11.837427553883726,-11.77902549032868,2.084739933022047,2.049654498339476,2.02961611828406,-7291.410576246916
-12.175839555920524,-11.992108354269195,-11.693820732000392,2.029482441497505,2.1344348453682818,2.0870368998703057,-7292.09662473648
-12.187663197111247,-11.841212181013791,-11.642150679034692,1.9858460296902203,2.131962464524989,2.0826783310983212,-7293.396799247846
-12.18461079327773,-11.891165937905406,-11.74532942513724,1.987011909584674,2.137250465828289,2.051811616473651,-7291.785217642134
-12.176708214134509,-11.998243921812717,-11.755030320639797,2.0408448220655626,2.132120245901244,2.0713775367335945,-7291.419168822524
-12.129040205610885,-11.869181673300927,-11.705132156905133,2.0885519865476097,2.108380617124717,2.061627743757068,-7290.770013694319
-12.217837104104964,-11.84100359389412,-11.788904744326137,2.050417661376673,2.071536870605354,2.10509577483881,-7289.521131414877
-12.154147483416157,-11.872692046863481,-11.660791105769844,2.0199521060704013,2.0390258397767034,2.0546813975152034,-7291.994128639057
-12.14925190266623,-11.899195356369184,-11.755735380487724,2.0188160504116803,2.0748438530342774,2.083444754807696,-7289.355982369453
-12.161451382137313,-11.840164568518231,-11.750083969036137,2.066060083393413,2.057416327730176,2.098287980313977,-7289.750203795722
-12.227871099757333,-11.909848244602998,-11.785324479664913,2.0484011370985344,2.1345525987153673,2.074942342059838,-7290.031453945478
-12.183931783733176,-11.890294209633177,-11.690535513371849,2.0920122960249126,2.1128016018038456,2.057272331878912,-7290.940062323128
-12.125926487599681,-11.89611804944851,-11.774459848272276,2.085251223463082,2.1219296189741392,2.1058434551866405,-7290.712975867896
-12.158568941248811,-11.899167828198198,-11.717704623837966,2.0313815160257582,2.095137003224755,2.0891490742822474,-7289.221821922498
-12.21622986775803,-11.954719059272312,-11.66590469172145,2.077834774295581,2.14395780388368,2.08009732682177,-7292.739964429752
-12.184408341825499,-11.882177667258631,-11.613389366700057,2.0445029959183243,2.0855268441205523,2.078907112556104,-7291.586063588633
-12.151432219849054,-11.882587722168058,-11.694140697213246,2.039295244376006,2.0675022885436243,2.1037959108147457,-7289.93397625458
-12.170672685041595,-11.89889913199606,-11.826454800902406,2.0243647680495944,2.1253439754757175,2.0141624731470986,-7291.675809939633
-12.193100135887876,-11.883541730853581,-11.788761612922606,2.0513834874585246,2.100538608604164,2.0117977305532926,-7290.676069217065
-12.272768936269543,-11.893706975427543,-11.75294090099134,2.069619108309475,2.1058123821808996,2.04499187013303,-7291.08321012416
-12.1579786625675,-11.869709891075367,-11.80979031959946,2.047056440671667,2.078800449916542,2.068561279816514,-7289.005070980567
-12.146797920368146,-11.812280104038129,-11.749613838306454,2.070606612490122,2.0779912651780834,2.113433967312338,-7290.247573322653
-12.179458295470827,-11.747743545393817,-11.768663661527809,2.059348206753179,2.1052262724382107,2.053158633483998,-7291.138684102214
-12.22014463402525,-11.815051257330412,-11.773927950897123,2.030892304929179,2.0593972479927465,2.07368082077528,-7289.930862187028
-12.126318801268129,-11.785986582719266,-11.839442614085208,2.0820690719645074,2.067010908056544,2.0864307130650817,-7291.788875723084
-12.210018645200696,-11.98165811127323,-11.689810257857792,2.052366304382498,2.0782474153154005,2.113892523763306,-7291.719919605793
-12.206595398849352,-11.849006543277165,-11.810804381043472,2.045296453770227,2.0848279903135976,2.125098780161683,-7289.908227407853
-12.177175400262696,-11.99135419884177,-11.797160189319605,2.065126532188175,2.1468070367178136,2.0550207162841243,-7292.272413237914
-12.033583458805895,-11.858919350488266,-11.71803634267457,2.0030698044754436,2.0958492099410977,2.0772971064210735,-7293.777549055987
-12.193705279144396,-11.915348536570626,-11.754663345851519,2.0068245700418146,2.1358366880869832,2.1286347451334313,-7291.526996292836
-12.218725091632805,-11.923447391096927,-11.7306836923048,2.0142138364672895,2.0810207869729407,2.112853844814689,-7290.408671973419
-12.217635845113298,-11.825706492722226,-11.856000413820302,2.0693087571588036,2.062601592675251,2.124504038324131,-7291.643186034486
-12.130008876921316,-11.848162523803476,-11.744586518721917,2.035550147560927,2.0964407874785804,2.0759218847991807,-7289.2471232027265
-12.24892894500696,-11.929021040299276,-11.770927728397474,2.046198547156345,2.0607311728357036,2.0374557619880345,-7290.996342351637
-12.11470738372897,-11.88064145664524,-11.671230756974946,2.0568652898276985,2.115913873697988,2.0783009800531858,-7290.852690565127
-12.15167242709385,-11.924799751732033,-11.78274123979894,2.0662373260102984,2.0732785324692493,2.148767870255062,-7291.418143015502
-12.170206247856505,-11.971822616344012,-11.799290689924973,2.050231721936769,2.0728168923199375,2.106246450754022,-7290.53987817606
-12.127671457396648,-11.923813312683684,-11.758222484672972,2.0602665113484178,2.112484935144505,2.079695408561369,-7289.729349199786
-12.17960741525864,-11.869034234212245,-11.754366297780603,2.0020727916631635,2.0935604257133225,2.085053082843744,-7289.647315379919
-11.975706586682115,-11.877620616109558,-11.754687145048315,2.1034497094147886,2.0523315182837,2.0199258751520093,-7299.284968052967
-12.111877166023259,-11.862131465116283,-11.806789820995219,2.0300892531689523,2.0702368825339934,2.1227329973228515,-7290.704240267896
-12.19039777857862,-11.87493801730387,-11.717554508471578,2.01651758709936,2.0775016935368438,2.092066690715327,-7289.520303476778
-12.240533688317889,-11.923593197929604,-11.62809146986764,2.074994975795252,2.082763314076226,2.1024925341996497,-7292.697600343833
-12.169975365228234,-11.89380765022865,-11.718163507521602,2.0714760604862774,2.0724805539010744,2.1165972221614733,-7290.068078197257
-12.25489867420436,-11.902009990721194,-11.80655705030042,2.0434344116559373,2.1032893603392897,2.0354956442483556,-7290.758806643317
-12.255267514152093,-11.918212932330764,-11.726043782775616,2.0366955179882122,2.030868782789282,2.131263637872434,-7292.928291531222
-12.261623542832297,-11.817990802583395,-11.726895590237937,2.0545418825673964,2.02780383358393,2.1409881378294573,-7293.872691408058
-12.209896011229725,-11.935003062365817,-11.683006199048448,2.063796512370913,2.0771948976803394,2.080863309797393,-7290.445741316272
-12.175477144624262,-11.880725283696519,-11.836766377275385,2.0344182864322415,2.081317053572385,2.057398916765306,-7289.500504003517
-12.147930162656827,-11.833804917747967,-11.804709914584219,2.0195922234711756,2.110470596851328,2.114938381746316,-7290.199822342641
-12.267263406893466,-11.85652303706619,-11.79279994973084,2.062530810506508,2.0785418942320852,2.0701513115299135,-7290.326213360588
-12.132448113617688,-11.753208789696771,-11.846314219497389,2.0164126434150744,2.0632175663193597,2.120426235176653,-7293.237836068195
-12.16614301626421,-11.851299178257015,-11.696378097592902,2.060355957581994,2.1275989530871486,2.0756936175799847,-7290.043754894317
-12.15388126027555,-11.824579473310289,-11.736639129048486,2.0322583008392576,2.037489228960429,2.1131101756109603,-7291.057629752282
-12.190638869769177,-11.835599192356206,-11.788887901012739,1.9914674858920265,2.1148060640388557,2.04462916277535,-7291.181840165633
-12.21076689175862,-11.885904799557714,-11.688997243436852,2.092857650800387,2.120224861483395,2.0404694996985917,-7291.756332833321
-12.142599891682393,-11.813308575400235,-11.851163055197576,2.0276408917797464,2.100361286841531,2.0767561373318633,-7290.4209281567355
-12.155340557611456,-11.891918630980573,-11.786239590141347,2.050417695029081,2.147712797692278,2.1802642801044048,-7294.101678589157
-12.167249728954186,-11.832967132891099,-11.86555752554738,2.0542765846708386,2.1014901890194833,2.052845141755744,-7290.473636401871
-12.111013999891513,-11.884650074872647,-11.747042311032374,2.023801636847934,2.0978064146771027,2.0949682181967777,-7289.877184526564
-12.264511651948446,-11.9364854599251,-11.690630147653975,2.025846649312707,2.0886777491336956,2.067260343682409,-7291.453782618353
-12.192055891247035,-12.020916824127562,-11.763473924660033,2.013319269402062,2.10185765465429,2.1130217705708314,-7292.662688851781
-12.151300077784972,-12.001451026155651,-11.834417636672539,2.0280085297431585,2.058588386457549,2.1003568451313295,-7292.431061230073
-12.089438847194687,-11.872065368560888,-11.719001895071711,2.0016236917085033,2.16416346720957,2.0770876256666218,-7293.660304939276
-12.145019205993433,-11.852565318359508,-11.759307116380716,2.059158173963065,2.1395601434205465,2.046561891102642,-7290.407597879059
-12.226344439612163,-11.82877415372853,-11.788847635259875,2.069447930434089,2.0249858382735137,2.0973161534909233,-7291.803755617988
-12.123333653179097,-11.824460700047368,-11.800188284016242,2.060667910259582,2.061324355094958,2.0268958031762945,-7291.280968446768
-12.304378852894773,-11.877339513353792,-11.772322143143269,2.0692104970786613,2.080522418260158,2.063078829868623,-7291.798423509587
-12.274050591916662,-11.732384009802017,-11.750212687723463,2.0636432128678712,2.0687450894381656,2.143511070487481,-7294.979167586378
-12.167735714023022,-12.010307334513767,-11.738663093021174,2.047091661372739,2.1411580509635093,2.0943726248167933,-7292.356908216907
-12.176716675869876,-11.847699576974643,-11.790856506512107,2.0211454900026555,2.0766119496963333,2.0713655400980997,-7289.165992345569
-12.1876368236162,-11.817654787496963,-11.830480880482035,2.156576225786747,2.0928509996777067,2.0646570768702412,-7295.7364697983385
-12.218420699647625,-11.83417635330466,-11.793237465499603,2.0307503908535764,2.0691175925768173,2.05106049515086,-7289.792492995468
-12.144574415758886,-11.881125828434502,-11.79030243311036,2.0203164958399764,2.093100460489329,2.121811246229522,-7289.958566487367
-12.180202560897955,-11.930333551953996,-11.80161048914429,2.0351833383954765,2.120921560288828,2.051953363340515,-7289.887789522429
-12.111624498602565,-11.861092115079414,-11.686406362876713,2.064138973987939,2.075938608246513,2.0601398293783846,-7290.698762587554
-12.139020605445392,-11.909486838964451,-11.784847435566093,2.025162503975678,2.0747238504772656,2.0923448573612227,-7289.50024975481
-12.07123658789863,-11.848125567760961,-11.749886990004548,2.068972147204463,2.0472710088831816,2.0996167528449314,-7292.090381140861
-12.116710630579599,-11.719518543142172,-11.83001974016564,2.0416554971295913,2.0858700958520435,2.0885099018841924,-7293.001185050963
-12.167050423857381,-11.823694603827072,-11.830593942976417,2.054999727853561,2.1319750045357218,2.0726248483689687,-7290.2399124567655
-12.237102124575951,-11.769440576147485,-11.813445695752199,2.0427782075044165,2.1132247952353493,2.0544683295284756,-7291.332354046679
-12.180887674457285,-11.947639964141699,-11.742159326759017,2.057719776701724,2.1227635276566064,2.058306814849153,-7290.088055210703
-12.1747486087288,-11.825222525990231,-11.810121288499301,2.0234063949900176,2.1698616517575537,2.075029063827615,-7291.961987844002
-12.059186235779935,-11.870547730133964,-11.877194499363615,2.0524134206405367,2.1469597340879667,2.091759107007438,-7294.068298712869
-12.170723661634238,-11.940208467382847,-11.808376199211922,2.063738141742853,2.122992630350721,2.070471441818832,-7290.051402974209
-12.189252825066927,-11.895937067466859,-11.816591215325296,2.084698411436011,2.1471907469386275,2.0829528872977345,-7291.139806125477
-12.191598245152587,-11.86055064045416,-11.661293703696385,1.9861309599083716,2.054977590296,2.086102360072522,-7292.6049476357475
-12.141659559507161,-11.771934655823282,-11.719598738756444,2.0753612215436443,2.041024157009556,2.0881571114005717,-7292.256438398882
-12.27161894594472,-11.771713392727134,-11.773256300246581,2.056891126662042,2.0706830278711847,2.0262611189283413,-7292.942274951948
-12.124503943844006,-11.865159305119336,-11.714639287729382,2.064003165961935,2.146530740687344,2.122938942375308,-7291.762995661898
-12.205185532743563,-11.943328352702547,-11.691292709683516,2.0747884294804213,2.061912092307929,2.007912637049698,-7293.184294298454
-12.185488756677518,-11.887500910884896,-11.926848383427282,2.0271919565945304,2.078032247532155,2.09135101389986,-7292.197184434513
-12.164089324196397,-11.890073300612887,-11.743769262990403,2.1125111737014675,2.0159824266534123,2.1186663846302802,-7294.344601969165
-12.157667170275253,-11.949412393957365,-11.751577774758674,2.104557470983432,2.1144579281871634,2.0742841799781773,-7291.534338864744
-12.200318246964384,-11.953613701523633,-11.715310137715594,2.052920922061289,2.0838512592535308,2.067727448935421,-7289.9957303933315
-12.24231965432927,-11.855267378598036,-11.779125302511858,2.007237085559402,2.1497660312832347,2.1086834938976717,-7291.989164034885
-12.177630814533893,-11.88688794201535,-11.85067615506521,1.9816927259267083,2.086937860194264,2.048104685624619,-7292.162003424792
-12.095773777105665,-11.859560227391023,-11.820492533598017,2.037763122551437,2.0953437508612214,2.0983674874010467,-7290.404808689986
-12.150376441950556,-11.92508525019806,-11.811161632099154,2.033283157727877,2.124339381367326,2.067193915201598,-7289.931980393586
-12.150205640512857,-11.847718107233947,-11.779933567703663,2.0526317768824103,2.077713294207724,2.053151258351859,-7289.2276386336725
-12.270667751025346,-11.913505140128676,-11.77877401856334,2.1003306675237163,2.123195058468949,2.119430144577813,-7292.922277840575
-12.14807624049076,-11.85634549095212,-11.814736351836498,2.0260418082040847,2.0628815767434374,2.140255425109001,-7291.123749526707
-12.1964722340711,-11.748335106267339,-11.871037223900444,2.04935067495209,2.129238096546628,2.084317220340572,-7292.683244708995
-12.074657520172723,-11.854486649612344,-11.824798259951622,2.047773735211839,2.1007683435904383,2.1149805804518893,-7291.547164231446
-12.16704269183291,-11.833974951944285,-11.808452351403874,1.9527382510747464,2.096958739128941,2.0548995582749883,-7294.198189179268
-12.24954233300406,-11.797036150490296,-11.811060398981352,2.0113207502403423,2.054155589644259,2.04843214149169,-7292.167823579229
-12.239765196607511,-12.009097063227617,-11.698937216965305,2.0930189284673393,2.0927009158343277,2.035490059169373,-7294.340264948341
-12.195096992637216,-11.846597700023647,-11.821461349460224,2.0810325732770716,2.064981241575708,2.0842447980529344,-7290.095653832954
-12.08916111378882,-11.872484742428018,-11.762408304107112,2.0053444024031846,2.058051390242056,2.0909623462157882,-7291.501095688046
-12.109295817264957,-11.7237531437443,-11.720926270347075,2.000439277264915,2.0704106963859097,2.072244621712833,-7294.11908386468
-12.162143199808822,-12.016438038916727,-11.652827684343144,2.065309700729632,2.0778711852591694,2.1012252473517705,-7293.626021116168
-12.239642112201416,-11.90695798987402,-11.91261878349167,2.03252024195363,2.09380276861649,2.0844323397401157,-7292.207422812213
-12.17379641651373,-11.84160389362404,-11.814496900181556,2.0803476027417434,2.1171193444143084,2.0510656358589325,-7290.282833903506
-12.297807587918822,-11.867819395705633,-11.820312196063744,2.043795830844725,2.1308131819145655,2.119629143652248,-7292.820410292124
-12.121919753687132,-11.848167163948029,-11.850223649552085,2.0735738124320657,2.028345118694357,2.13442016983537,-7293.574700268748
-12.17832436393162,-11.84231558328432,-11.708589529118242,2.0194890101899174,2.109870575334577,2.0663987060812516,-7289.737875794323
-12.2101773060621,-11.921128586302364,-11.820005133500743,2.0192469622129057,2.138447261564511,2.040072879457966,-7291.349278163042
-12.198969013448313,-11.902676761921327,-11.812784883920932,2.0140235050186277,2.160163265885308,2.167538832455388,-7294.581124615198
-12.17036924202037,-11.844866483302026,-11.778238409945088,2.063485690518649,2.095213752197689,2.0390455689908467,-7289.576541220925
-12.28681223329803,-11.830278123910201,-11.611410181703695,2.078113253667201,2.111714117138706,2.0633513560228893,-7294.803958922226
-12.155207908384051,-11.757331378997634,-11.791944371506917,2.09835814210354,2.1166362341390865,2.100965593010235,-7292.487715346814
-12.150231695388035,-11.819384629423979,-11.816945316315689,2.057090240232966,2.084596313475987,2.117024504481846,-7290.132727236729
-12.178701605822589,-11.802238119923377,-11.796214473548556,2.0362259203081234,2.114697796066636,2.076998783979322,-7289.648069336945
-12.082135576650046,-11.965533441380314,-11.778587276439609,2.0773920284154994,2.123675282463237,2.02542352056195,-7293.553612973978
-12.162280090680463,-11.857173506078201,-11.808956639340797,2.0337449221065054,2.089803114016534,2.060541058745265,-7289.09620944844
-12.176486252760329,-11.916984601007345,-11.775523215342785,2.1124546354571003,2.07963859386631,2.0626862212053516,-7291.328933155265
-12.197575198005413,-11.856901221395514,-11.805521131403465,2.0867585912223,2.129005371393215,2.031653654269715,-7291.333382810544
-12.193465184544841,-11.978092659970502,-11.649939654238857,2.0272032464623915,2.0363393913321923,2.1615849952228037,-7296.024236310317
-12.12704297269233,-11.920875279850366,-11.774017086451439,2.004196639470329,2.0559149548909246,2.106140263943522,-7291.190370814846
-12.203974866029604,-11.845446104515135,-11.699287599993553,1.9947693140330127,2.072647607110232,2.04057462705171,-7291.580585718794
-12.063605276692801,-11.763133051050099,-11.791629824184637,2.0408875525517893,2.080690011034095,2.0197051445688836,-7294.214383187747
-12.137809955270315,-11.838210482388138,-11.723966990346995,2.02062480690715,2.0506795230563237,2.063031390213077,-7290.488523934742
-12.225949899332367,-11.875504039155853,-11.658195137505846,2.0732195490461214,2.0186041509119637,1.9979577935407593,-7296.309870814535
-12.276478127076603,-11.8976463029621,-11.716129266592777,2.0395053737247606,2.0470382272304413,2.063790865194067,-7291.693502234045
-12.206833653742816,-11.79700821302084,-11.7989539223286,2.043315580048693,2.1297342576703513,2.0462101048562547,-7290.692129313765
-12.193234399558571,-11.82965031843656,-11.879782151993362,2.059495163137053,2.055573479142056,2.1342803055603525,-7292.348545989039
-12.314198653081153,-11.786437396694113,-11.715030993757242,2.0553960359307166,2.049868036698399,2.029952205558855,-7295.106159055636
-12.319733703268131,-11.786486628407122,-11.72564811201307,2.0804657689843733,2.144596087988523,2.0237350162237218,-7296.407956421876
-12.15000844962731,-11.872532883907816,-11.740398693530496,2.0998670530633454,2.1155376433936937,2.1164640916374715,-7291.223917166125
-12.20941116559806,-11.88042163074368,-11.778576254621218,2.076833622688468,2.106430803844157,2.1067830122159963,-7289.72312666083
-12.168591228119803,-11.841688933074396,-11.880506908552007,2.0501250139132297,2.1112220591617916,2.05033168101511,-7290.963399676989
-12.17031446890218,-11.835093902163592,-11.73244116167377,2.0641879591681356,2.085938438059072,2.104492740538732,-7289.446602956556
-12.223330320691897,-11.863228216823115,-11.792494532321859,2.0157318812059666,2.07924032789464,2.1395892073100193,-7291.02029298041
-12.277086254075698,-11.939753449577431,-11.717493557584502,2.0839601065226256,2.0937248925622565,2.0973419889627665,-7292.087333232521
-12.157050398800008,-11.925121514962903,-11.807382267454106,2.097334979998493,2.0474129837771895,2.0509622069405435,-7291.845342255788
-12.276500331357287,-11.813382569517241,-11.71391856615755,2.0313584767684336,2.0694409480942406,2.113233832962306,-7291.953575616415
-12.120961803331674,-11.9059237759075,-11.792919196217966,2.0356671641693276,2.118212295344588,2.1051268592585717,-7290.068748382215
-12.147437854078735,-11.827243300031148,-11.838886791355122,2.0811462550454,2.0806707099509034,2.0255652497718555,-7291.673882670726
-12.263228992923882,-11.942203506763276,-11.804243083708148,2.008027933222932,2.120891872556063,2.07371203445472,-7291.82193005869
-12.217557314649552,-11.865406516449923,-11.73852563692525,2.0813590429477578,2.122392092838972,2.100131332682129,-7290.26499559448
-12.134129322511495,-11.859825064704074,-11.67417958351094,2.0458920213205882,2.0178744012935717,2.061452262155027,-7292.727628486304
-12.176473796111138,-11.963112833935277,-11.849428993614852,1.9497695817659477,2.1077315797062717,2.011051828810556,-7297.911975359454
-12.190239773297069,-11.861308172985062,-11.77580054532663,2.0710388024573962,2.097856494496719,2.069443717648453,-7289.048278171691
-12.19627069126794,-11.840454376892424,-11.790906303659101,2.1032229965675953,2.1744524323068486,2.0445500583635816,-7293.960225650812
-12.274165515231571,-12.003107803376922,-11.771137796279781,2.0712102159196837,2.083307059199886,2.129515017677144,-7293.907436490063
-12.186439002698748,-11.89891809293431,-11.798133900687889,2.0429031525505423,2.0385144067838237,2.1075532032718125,-7290.4047969287685
-12.169386420865369,-11.862978392968966,-11.888647482608963,2.040806358901032,2.0895915807705507,2.058200832206046,-7290.734459636239
-12.147488547552392,-11.890528825463054,-11.78992103094166,2.0122853617342793,2.127628909977985,2.0827459707584324,-7290.041766806416
-12.167258659225933,-11.890441124346992,-11.680555749284538,2.009566893350526,2.093472487807769,2.1036863285794176,-7290.537827646024
-12.164018354834312,-11.938333024166637,-11.761472423298303,2.0933056824385825,2.0854054490892633,2.0194327584285388,-7291.925811768806
